person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
29894,23.0,8000,9.63,0.27,0,1,0,0,0,0,0,1,0
19200,4.0,6250,15.31,0.33,0,0,0,1,0,0,0,0,1
58650,7.0,12000,20.17,0.17,0,0,0,0,0,0,1,0,1
55700,2.0,8000,13.49,0.14,0,0,1,0,0,0,0,0,1
79500,8.0,16000,11.14,0.2,0,1,0,0,0,0,0,1,0
55000,7.0,20000,7.49,0.36,1,0,0,0,0,0,0,1,0
68340,9.0,25000,10.99,0.37,0,1,0,0,0,0,0,1,0
100016,10.0,11200,13.98,0.11,0,0,1,0,0,0,0,0,1
84000,2.0,6000,8.94,0.07,1,0,0,0,0,0,0,1,0
90000,3.0,4800,9.62,0.05,0,1,0,0,0,0,0,1,0
88000,6.0,16000,16.45,0.18,0,0,0,0,1,0,0,1,0
26000,3.0,4500,8.49,0.17,1,0,0,0,0,0,0,1,0
18000,6.0,13000,7.88,0.72,1,0,0,0,0,0,0,1,0
52500,3.0,12000,10.36,0.23,0,1,0,0,0,0,0,1,0
54000,7.0,8000,10.99,0.15,0,1,0,0,0,0,0,1,0
65000,11.0,9600,12.42,0.15,0,1,0,0,0,0,0,1,0
24000,1.0,2000,18.39,0.08,0,0,0,0,1,0,0,0,1
15000,0.0,3175,11.54,0.21,0,0,1,0,0,0,0,0,1
66143,9.0,24000,6.99,0.36,1,0,0,0,0,0,0,1,0
60000,8.0,14000,11.12,0.23,0,1,0,0,0,0,0,1,0
50000,1.0,16000,7.9,0.32,1,0,0,0,0,0,0,1,0
55000,2.0,11300,7.29,0.21,1,0,0,0,0,0,0,1,0
96000,3.0,12000,13.11,0.13,0,0,1,0,0,0,0,1,0
42000,2.0,10000,14.91,0.24,0,0,0,1,0,0,0,0,1
57800,11.0,16000,16.29,0.24,0,0,0,1,0,0,0,1,0
49000,2.0,12000,14.59,0.24,0,0,0,1,0,0,0,1,0
19200,4.0,4000,10.37,0.21,0,1,0,0,0,0,0,1,0
14400,4.0,3000,13.61,0.21,0,0,1,0,0,0,0,1,0
100000,3.0,10000,16.0,0.1,0,0,0,0,1,0,0,0,1
28800,8.0,1400,8.9,0.05,1,0,0,0,0,0,0,1,0
85000,11.0,9000,9.99,0.11,0,1,0,0,0,0,0,1,0
71000,5.0,3000,14.65,0.04,0,0,1,0,0,0,0,1,0
44500,3.0,15000,7.51,0.34,1,0,0,0,0,0,0,1,0
54000,2.0,13575,11.71,0.25,0,1,0,0,0,0,0,1,0
105000,3.0,25000,11.58,0.24,0,1,0,0,0,0,0,1,0
90000,2.0,25000,11.09,0.28,0,0,1,0,0,0,0,1,0
50100,1.0,12000,14.74,0.24,0,0,0,1,0,0,0,0,1
32000,12.0,12000,7.88,0.38,1,0,0,0,0,0,0,1,0
40000,4.0,14125,11.49,0.35,0,1,0,0,0,0,0,1,0
38000,0.0,8500,13.11,0.22,0,0,1,0,0,0,0,1,0
54000,8.0,10000,11.71,0.19,0,1,0,0,0,0,0,1,0
32220,11.0,17725,11.49,0.55,0,1,0,0,0,0,0,1,0
65000,7.0,6250,6.76,0.1,1,0,0,0,0,0,0,1,0
74476,6.0,5000,8.49,0.07,1,0,0,0,0,0,0,1,0
54000,7.0,10000,14.11,0.19,0,0,0,1,0,0,0,1,0
64000,11.0,15000,9.63,0.23,1,0,0,0,0,0,0,1,0
60000,6.0,9000,13.79,0.15,0,0,1,0,0,0,0,0,1
33000,1.0,1800,5.42,0.05,1,0,0,0,0,0,0,1,0
88000,13.0,17600,13.49,0.2,0,0,1,0,0,0,0,0,1
59000,10.0,12000,15.62,0.2,0,0,0,1,0,0,0,0,1
32400,10.0,14000,7.51,0.43,1,0,0,0,0,0,0,1,0
57996,8.0,2000,15.37,0.03,0,0,0,1,0,0,0,1,0
45000,21.0,2000,9.88,0.04,0,1,0,0,0,0,0,1,0
22800,0.0,7125,11.71,0.31,0,1,0,0,0,0,0,1,0
166000,1.0,23450,11.36,0.14,0,1,0,0,0,0,0,1,0
24000,1.0,6000,10.99,0.25,0,1,0,0,0,0,0,1,0
68000,6.0,16000,7.9,0.24,1,0,0,0,0,0,0,1,0
12000,5.0,3000,8.9,0.25,1,0,0,0,0,0,0,1,0
10000,1.0,1750,15.05,0.17,0,0,0,1,0,0,0,0,1
51600,5.0,16000,13.49,0.31,0,0,1,0,0,0,0,1,0
51000,2.0,12000,6.17,0.24,1,0,0,0,0,0,0,1,0
190000,6.0,5000,5.42,0.03,1,0,0,0,0,0,0,1,0
32004,3.0,10000,13.79,0.31,0,0,1,0,0,0,0,0,1
86000,5.0,15000,16.49,0.17,0,0,0,1,0,0,0,1,0
72500,3.0,14000,13.49,0.19,0,0,1,0,0,0,0,0,1
28000,8.0,10000,6.91,0.36,1,0,0,0,0,0,0,1,0
54000,6.0,10000,14.27,0.19,0,0,1,0,0,0,0,1,0
50402,4.0,3000,13.22,0.06,0,0,1,0,0,0,0,0,1
26000,1.0,4000,12.87,0.15,0,0,1,0,0,0,0,0,1
41838,0.0,6600,16.89,0.16,0,0,0,1,0,0,0,1,0
30000,9.0,6000,14.74,0.2,0,0,0,1,0,0,0,0,1
18000,2.0,4500,10.38,0.25,0,1,0,0,0,0,0,1,0
36000,0.0,1500,13.16,0.04,0,0,1,0,0,0,0,0,1
70000,9.0,16000,12.18,0.23,0,1,0,0,0,0,0,1,0
58000,9.0,8500,7.14,0.15,1,0,0,0,0,0,0,1,0
127992,10.0,26000,13.99,0.2,0,0,1,0,0,0,0,0,1
124100,3.0,10175,12.99,0.07,0,0,1,0,0,0,0,1,0
59000,11.0,4000,5.79,0.07,1,0,0,0,0,0,0,1,0
40800,0.0,7000,11.86,0.17,0,1,0,0,0,0,0,1,0
146000,3.0,10175,12.99,0.07,0,0,1,0,0,0,0,1,0
142800,9.0,10000,18.25,0.06,0,0,0,0,0,1,0,1,0
36000,2.0,12000,12.53,0.33,0,0,1,0,0,0,0,1,0
27000,6.0,10000,15.62,0.37,0,0,0,1,0,0,0,1,0
43680,0.0,15000,13.11,0.34,0,0,1,0,0,0,0,0,1
55000,3.0,20000,6.91,0.36,1,0,0,0,0,0,0,1,0
25000,6.0,8000,13.61,0.32,0,0,1,0,0,0,0,0,1
66300,6.0,20000,15.27,0.26,0,0,1,0,0,0,0,1,0
37000,24.0,5450,15.96,0.15,0,0,1,0,0,0,0,1,0
22800,3.0,1750,15.7,0.08,0,0,0,1,0,0,0,0,1
35000,1.0,1500,10.0,0.04,0,1,0,0,0,0,0,1,0
51996,6.0,9600,7.14,0.18,1,0,0,0,0,0,0,1,0
55000,14.0,10000,6.03,0.18,1,0,0,0,0,0,0,1,0
70000,7.0,2000,13.49,0.03,0,0,1,0,0,0,0,0,1
77000,2.0,15000,8.38,0.19,1,0,0,0,0,0,0,1,0
57000,3.0,10000,15.68,0.18,0,0,0,0,1,0,0,0,1
39000,7.0,12000,10.83,0.31,0,1,0,0,0,0,0,1,0
74000,0.0,19000,20.48,0.26,0,0,0,0,0,0,1,0,1
33600,0.0,13000,14.61,0.39,0,0,0,1,0,0,0,1,0
35280,3.0,10375,14.27,0.29,0,0,1,0,0,0,0,0,1
52479,17.0,6600,14.54,0.13,0,0,0,1,0,0,0,1,0
47000,8.0,8000,12.42,0.17,0,1,0,0,0,0,0,1,0
69000,0.0,14400,10.65,0.21,0,1,0,0,0,0,0,1,0
66000,6.0,5000,7.9,0.08,1,0,0,0,0,0,0,1,0
33600,12.0,5000,5.42,0.15,1,0,0,0,0,0,0,1,0
75000,4.0,1000,13.49,0.01,0,0,1,0,0,0,0,0,1
91800,4.0,25000,16.07,0.23,0,0,0,1,0,0,0,1,0
48000,4.0,4200,11.99,0.09,0,1,0,0,0,0,0,1,0
69000,0.0,10000,17.14,0.14,0,0,0,0,1,0,0,1,0
60000,6.0,15000,15.31,0.25,0,0,0,1,0,0,0,0,1
51500,2.0,6300,5.79,0.12,1,0,0,0,0,0,0,1,0
51600,12.0,6000,8.49,0.12,1,0,0,0,0,0,0,1,0
36000,6.0,14500,10.99,0.4,0,1,0,0,0,0,0,1,0
20400,6.0,6000,15.99,0.29,0,0,0,1,0,0,0,0,1
61000,9.0,25000,9.91,0.41,0,1,0,0,0,0,0,1,0
75000,5.0,8550,6.91,0.11,1,0,0,0,0,0,0,1,0
43000,1.0,9575,6.62,0.22,1,0,0,0,0,0,0,1,0
62900,6.0,20000,14.91,0.27,0,0,0,1,0,0,0,1,0
44000,0.0,2000,19.13,0.05,0,0,0,0,0,1,0,0,1
33500,2.0,2500,15.68,0.07,0,0,0,0,1,0,0,0,1
24996,2.0,9250,8.59,0.37,1,0,0,0,0,0,0,1,0
36996,2.0,18250,14.61,0.49,0,0,0,1,0,0,0,0,1
138000,7.0,24000,16.0,0.17,0,0,0,1,0,0,0,0,1
33000,12.0,8000,14.65,0.24,0,0,1,0,0,0,0,1,0
30288,0.0,5000,19.47,0.17,0,0,0,0,0,1,0,0,1
72000,4.0,15000,10.99,0.21,0,1,0,0,0,0,0,1,0
58650,5.0,9250,15.21,0.13,0,0,0,1,0,0,0,1,0
96050,3.0,11000,16.77,0.1,0,0,0,1,0,0,0,1,0
15600,1.0,2250,18.25,0.14,0,0,0,1,0,0,0,1,0
30000,2.0,1000,9.63,0.03,1,0,0,0,0,0,0,1,0
67992,8.0,12000,10.75,0.18,0,1,0,0,0,0,0,1,0
30000,0.0,5000,8.88,0.17,0,1,0,0,0,0,0,1,0
12996,1.0,2000,17.19,0.15,0,0,0,0,1,0,0,1,0
43000,1.0,3000,8.49,0.07,1,0,0,0,0,0,0,1,0
73164,7.0,1000,10.36,0.01,0,1,0,0,0,0,0,1,0
12000,1.0,1000,16.32,0.08,0,0,0,1,0,0,0,0,1
78000,3.0,5950,7.29,0.08,1,0,0,0,0,0,0,1,0
75000,1.0,1800,9.25,0.02,0,1,0,0,0,0,0,1,0
107800,3.0,5200,14.65,0.05,0,0,1,0,0,0,0,0,1
230004,19.0,25000,15.58,0.11,0,0,0,1,0,0,0,0,1
44000,1.0,18900,10.14,0.43,0,1,0,0,0,0,0,1,0
60000,4.0,7175,7.9,0.12,1,0,0,0,0,0,0,1,0
60000,3.0,8000,10.25,0.13,0,1,0,0,0,0,0,1,0
44000,8.0,9000,15.31,0.2,0,0,0,1,0,0,0,0,1
51000,11.0,18000,7.49,0.35,1,0,0,0,0,0,0,1,0
40000,4.0,12500,6.92,0.31,1,0,0,0,0,0,0,1,0
125000,9.0,25000,10.59,0.2,0,1,0,0,0,0,0,1,0
45200,11.0,5000,16.0,0.11,0,0,0,1,0,0,0,1,0
23800,2.0,8800,9.32,0.37,1,0,0,0,0,0,0,1,0
42000,3.0,2400,9.62,0.06,0,1,0,0,0,0,0,1,0
32000,1.0,2500,7.68,0.08,1,0,0,0,0,0,0,1,0
87504,9.0,7000,8.88,0.08,0,1,0,0,0,0,0,1,0
54000,2.0,24250,13.98,0.45,0,0,1,0,0,0,0,1,0
48686,21.0,12000,13.99,0.25,0,0,0,1,0,0,0,1,0
55000,5.0,20000,12.53,0.36,0,1,0,0,0,0,0,1,0
28320,4.0,8700,14.61,0.31,0,0,0,1,0,0,0,1,0
28800,2.0,3000,12.42,0.1,0,1,0,0,0,0,0,1,0
39600,4.0,5000,14.84,0.13,0,0,0,1,0,0,0,0,1
38000,0.0,2500,15.7,0.07,0,0,0,1,0,0,0,1,0
58650,5.0,20000,14.91,0.29,0,0,0,1,0,0,0,0,1
30000,5.0,5000,13.61,0.17,0,0,1,0,0,0,0,0,1
63180,4.0,5825,13.43,0.09,0,0,1,0,0,0,0,0,1
30000,1.0,11450,9.99,0.38,0,1,0,0,0,0,0,1,0
44500,5.0,2500,11.99,0.06,0,1,0,0,0,0,0,1,0
78000,2.0,10000,15.57,0.13,0,0,0,1,0,0,0,0,1
27385,3.0,2000,12.99,0.07,0,0,1,0,0,0,0,0,1
45000,0.0,20000,7.9,0.44,1,0,0,0,0,0,0,1,0
35000,1.0,1000,7.9,0.03,1,0,0,0,0,0,0,1,0
43633,3.0,9000,15.62,0.21,0,0,0,1,0,0,0,1,0
51700,2.0,13200,7.51,0.26,1,0,0,0,0,0,0,1,0
81600,10.0,8000,16.29,0.08,0,0,0,1,0,0,0,0,1
30000,0.0,3000,10.08,0.1,0,1,0,0,0,0,0,1,0
60000,8.0,8000,10.37,0.13,0,1,0,0,0,0,0,1,0
65025,4.0,11000,16.35,0.14,0,0,0,0,1,0,0,0,1
26400,3.0,9000,11.49,0.34,0,1,0,0,0,0,0,1,0
47000,0.0,25000,15.28,0.53,0,0,0,1,0,0,0,0,1
59004,3.0,14000,15.28,0.24,0,0,0,1,0,0,0,1,0
81504,6.0,2400,6.92,0.03,1,0,0,0,0,0,0,1,0
67400,2.0,20000,17.74,0.3,0,0,0,0,1,0,0,0,1
138000,18.0,25000,21.27,0.18,0,0,0,0,0,0,1,0,1
110000,10.0,18000,6.99,0.16,1,0,0,0,0,0,0,1,0
41000,6.0,7000,7.9,0.17,1,0,0,0,0,0,0,1,0
55000,7.0,6000,9.25,0.11,0,1,0,0,0,0,0,1,0
45000,6.0,10000,15.96,0.22,0,0,1,0,0,0,0,1,0
50004,5.0,2200,15.65,0.04,0,0,0,1,0,0,0,0,1
69000,2.0,25000,12.8,0.36,0,0,0,1,0,0,0,0,1
38000,2.0,12000,12.42,0.32,0,1,0,0,0,0,0,1,0
107500,7.0,10000,7.66,0.09,1,0,0,0,0,0,0,1,0
119500,4.0,24000,7.51,0.2,1,0,0,0,0,0,0,1,0
35325,2.0,6500,15.95,0.18,0,0,0,1,0,0,0,1,0
35000,7.0,5000,12.98,0.14,0,0,1,0,0,0,0,1,0
69077,2.0,10000,7.51,0.14,1,0,0,0,0,0,0,1,0
36000,1.0,4500,17.27,0.13,0,0,0,1,0,0,0,1,0
108000,2.0,25000,15.05,0.23,0,0,0,1,0,0,0,1,0
78000,2.0,3200,14.59,0.04,0,0,0,1,0,0,0,0,1
32000,2.0,8575,15.62,0.27,0,0,0,1,0,0,0,0,1
55000,0.0,5000,12.73,0.09,0,0,1,0,0,0,0,0,1
42856,8.0,16000,8.9,0.37,1,0,0,0,0,0,0,1,0
30000,8.0,11000,9.91,0.37,0,1,0,0,0,0,0,1,0
23000,6.0,10000,9.88,0.43,0,1,0,0,0,0,0,1,0
14400,0.0,4000,14.61,0.28,0,0,0,1,0,0,0,1,0
29120,0.0,6400,16.29,0.22,0,0,0,1,0,0,0,1,0
65000,1.0,5000,15.37,0.08,0,0,0,1,0,0,0,1,0
48000,7.0,5000,8.7,0.1,0,1,0,0,0,0,0,1,0
60000,1.0,10000,16.49,0.17,0,0,0,1,0,0,0,1,0
39000,6.0,10000,14.96,0.26,0,0,0,1,0,0,0,1,0
26085,2.0,4800,13.35,0.18,0,0,1,0,0,0,0,0,1
66000,0.0,9200,11.86,0.14,0,1,0,0,0,0,0,1,0
90000,5.0,6000,11.89,0.07,0,1,0,0,0,0,0,1,0
62900,5.0,6250,13.49,0.08,0,0,1,0,0,0,0,1,0
45000,2.0,15000,13.49,0.33,0,0,1,0,0,0,0,1,0
69996,9.0,25000,15.21,0.36,0,0,0,1,0,0,0,1,0
48000,5.0,12000,11.71,0.25,0,1,0,0,0,0,0,1,0
65450,3.0,10800,12.21,0.14,0,1,0,0,0,0,0,1,0
26000,1.0,6000,9.63,0.23,1,0,0,0,0,0,0,1,0
57996,1.0,4800,8.59,0.08,1,0,0,0,0,0,0,1,0
31000,0.0,5000,14.35,0.16,0,0,1,0,0,0,0,1,0
43680,1.0,10800,5.42,0.25,1,0,0,0,0,0,0,1,0
42000,1.0,20000,13.57,0.48,0,0,1,0,0,0,0,1,0
55000,4.0,10000,14.42,0.18,0,0,0,1,0,0,0,0,1
36400,3.0,7000,11.11,0.19,0,1,0,0,0,0,0,1,0
67200,3.0,12000,13.49,0.18,0,0,1,0,0,0,0,0,1
56525,4.0,12000,15.95,0.18,0,0,0,1,0,0,0,0,1
69000,5.0,20000,14.91,0.29,0,0,0,1,0,0,0,0,1
56000,7.0,4800,13.92,0.09,0,0,1,0,0,0,0,0,1
42996,15.0,15000,16.0,0.35,0,0,0,1,0,0,0,0,1
50000,5.0,4900,8.94,0.1,1,0,0,0,0,0,0,1,0
35000,10.0,6000,7.51,0.17,1,0,0,0,0,0,0,1,0
64000,7.0,3000,15.21,0.05,0,0,0,1,0,0,0,1,0
45000,1.0,16425,13.49,0.36,0,0,1,0,0,0,0,0,1
33198,3.0,7000,14.27,0.21,0,0,1,0,0,0,0,1,0
34000,0.0,10000,13.79,0.29,0,0,1,0,0,0,0,0,1
12000,0.0,2000,7.74,0.17,1,0,0,0,0,0,0,1,0
63000,2.0,12500,10.25,0.2,0,1,0,0,0,0,0,1,0
27600,3.0,2250,15.62,0.08,0,0,0,1,0,0,0,1,0
42000,6.0,6000,11.49,0.14,0,1,0,0,0,0,0,1,0
48000,1.0,2500,8.49,0.05,1,0,0,0,0,0,0,1,0
28500,0.0,8500,11.14,0.3,0,1,0,0,0,0,0,1,0
115000,4.0,25000,12.53,0.22,0,0,1,0,0,0,0,0,1
30000,3.0,3000,13.61,0.1,0,0,1,0,0,0,0,1,0
72000,5.0,20000,12.69,0.28,0,1,0,0,0,0,0,1,0
37000,5.0,5500,15.31,0.15,0,0,0,1,0,0,0,0,1
59475,10.0,18125,14.84,0.26,0,0,0,1,0,0,0,0,1
32400,1.0,2000,14.35,0.06,0,0,1,0,0,0,0,1,0
28800,1.0,6000,17.04,0.21,0,0,0,0,1,0,0,0,1
48000,4.0,5000,6.99,0.1,1,0,0,0,0,0,0,1,0
60000,7.0,9600,10.65,0.16,0,1,0,0,0,0,0,1,0
260000,1.0,14000,7.66,0.05,1,0,0,0,0,0,0,1,0
130000,3.0,14000,10.37,0.11,0,1,0,0,0,0,0,1,0
70000,12.0,9000,5.42,0.13,1,0,0,0,0,0,0,1,0
32004,5.0,6000,13.99,0.19,0,0,1,0,0,0,0,1,0
70000,6.0,8000,6.99,0.11,1,0,0,0,0,0,0,1,0
96000,9.0,5100,5.42,0.05,1,0,0,0,0,0,0,1,0
39000,8.0,5000,9.99,0.13,0,1,0,0,0,0,0,1,0
42996,5.0,6000,15.96,0.14,0,0,1,0,0,0,0,1,0
21000,0.0,2000,14.22,0.1,0,0,1,0,0,0,0,0,1
80000,7.0,12000,6.62,0.15,1,0,0,0,0,0,0,1,0
47292,4.0,10000,16.32,0.21,0,0,0,1,0,0,0,0,1
44004,3.0,2400,14.09,0.05,0,0,0,1,0,0,0,0,1
54000,2.0,5000,15.13,0.09,0,0,0,0,1,0,0,1,0
130000,1.0,5600,15.65,0.04,0,0,0,1,0,0,0,1,0
60000,3.0,5000,7.9,0.08,1,0,0,0,0,0,0,1,0
64260,6.0,9200,13.43,0.14,0,0,1,0,0,0,0,0,1
151000,8.0,35000,14.27,0.23,0,0,1,0,0,0,0,0,1
37000,2.0,16000,12.99,0.43,0,0,0,1,0,0,0,0,1
48996,14.0,1200,14.35,0.02,0,0,1,0,0,0,0,1,0
70550,3.0,25000,19.04,0.3,0,0,0,0,0,1,0,0,1
90000,2.0,25000,11.36,0.28,0,1,0,0,0,0,0,1,0
25000,2.0,8400,6.62,0.34,1,0,0,0,0,0,0,1,0
30000,14.0,7500,11.86,0.25,0,1,0,0,0,0,0,1,0
45000,1.0,2000,13.99,0.04,0,0,1,0,0,0,0,0,1
37000,12.0,1000,10.99,0.03,0,1,0,0,0,0,0,1,0
18720,22.0,2500,11.86,0.13,0,1,0,0,0,0,0,1,0
60000,11.0,15000,11.71,0.25,0,1,0,0,0,0,0,1,0
54000,7.0,5500,10.59,0.1,0,1,0,0,0,0,0,1,0
98000,9.0,2000,5.42,0.02,1,0,0,0,0,0,0,1,0
20400,3.0,4750,12.98,0.23,0,0,1,0,0,0,0,0,1
40000,0.0,2800,7.49,0.07,1,0,0,0,0,0,0,1,0
24000,1.0,2000,13.11,0.08,0,0,1,0,0,0,0,0,1
35000,2.0,2000,9.63,0.06,0,1,0,0,0,0,0,1,0
50000,0.0,10000,10.95,0.2,0,1,0,0,0,0,0,1,0
21600,2.0,6000,14.42,0.28,0,0,0,1,0,0,0,1,0
60000,12.0,16800,12.61,0.28,0,0,1,0,0,0,0,0,1
76000,2.0,4000,17.39,0.05,0,0,0,0,1,0,0,1,0
60000,2.0,2000,9.91,0.03,0,1,0,0,0,0,0,1,0
32000,2.0,1000,19.03,0.03,0,0,0,0,1,0,0,1,0
238000,2.0,25000,15.95,0.11,0,0,0,0,1,0,0,1,0
108000,6.0,30000,16.49,0.28,0,0,0,1,0,0,0,0,1
33288,2.0,10800,12.09,0.32,0,0,1,0,0,0,0,1,0
99855,2.0,20000,17.06,0.2,0,0,0,0,1,0,0,1,0
23040,0.0,6000,7.9,0.26,1,0,0,0,0,0,0,1,0
34900,3.0,5000,11.49,0.14,0,1,0,0,0,0,0,1,0
105999,6.0,8550,9.88,0.08,0,1,0,0,0,0,0,1,0
90000,2.0,5000,10.75,0.06,0,1,0,0,0,0,0,1,0
96600,3.0,16750,10.62,0.17,0,1,0,0,0,0,0,1,0
24996,0.0,4000,9.45,0.16,0,1,0,0,0,0,0,1,0
18000,1.0,7000,10.65,0.39,0,1,0,0,0,0,0,1,0
40800,4.0,14000,16.0,0.34,0,0,0,1,0,0,0,0,1
31000,0.0,5000,11.49,0.16,0,1,0,0,0,0,0,1,0
60000,9.0,10000,12.21,0.17,0,1,0,0,0,0,0,1,0
70000,2.0,3000,7.29,0.04,1,0,0,0,0,0,0,1,0
54000,12.0,10000,11.71,0.19,0,1,0,0,0,0,0,1,0
40000,6.0,10500,14.27,0.26,0,0,1,0,0,0,0,1,0
97000,4.0,14000,11.48,0.14,0,1,0,0,0,0,0,1,0
12000,1.0,3500,15.65,0.29,0,0,0,1,0,0,0,0,1
100000,17.0,6000,7.14,0.06,1,0,0,0,0,0,0,1,0
53000,2.0,10000,11.89,0.19,0,1,0,0,0,0,0,1,0
42000,5.0,13000,15.31,0.31,0,0,0,1,0,0,0,1,0
45600,7.0,9600,10.36,0.21,0,1,0,0,0,0,0,1,0
48000,3.0,4800,10.74,0.1,0,1,0,0,0,0,0,1,0
45000,2.0,5000,12.73,0.11,0,0,1,0,0,0,0,1,0
55000,0.0,6000,10.65,0.11,0,1,0,0,0,0,0,1,0
185000,10.0,6000,11.12,0.03,0,1,0,0,0,0,0,1,0
135000,0.0,17500,11.83,0.13,0,1,0,0,0,0,0,1,0
25000,2.0,9000,11.48,0.36,0,1,0,0,0,0,0,1,0
34000,10.0,6925,15.99,0.2,0,0,0,1,0,0,0,1,0
56000,0.0,10000,16.82,0.18,0,0,0,0,1,0,0,0,1
55400,1.0,5500,14.61,0.1,0,0,0,1,0,0,0,1,0
73000,0.0,22400,12.69,0.31,0,1,0,0,0,0,0,1,0
38000,9.0,9000,6.99,0.24,1,0,0,0,0,0,0,1,0
44004,2.0,6000,17.19,0.14,0,0,0,0,1,0,0,0,1
85000,7.0,5000,11.83,0.06,0,1,0,0,0,0,0,1,0
56000,4.0,15000,12.69,0.27,0,1,0,0,0,0,0,1,0
31000,8.0,13500,13.43,0.44,0,0,1,0,0,0,0,0,1
18000,2.0,6000,6.62,0.33,1,0,0,0,0,0,0,1,0
19012,0.0,3500,14.61,0.18,0,0,0,1,0,0,0,1,0
94500,5.0,13500,10.0,0.14,0,1,0,0,0,0,0,1,0
94000,5.0,11800,13.99,0.13,0,0,1,0,0,0,0,1,0
24000,9.0,5000,11.14,0.21,0,1,0,0,0,0,0,1,0
69000,0.0,2000,8.9,0.03,1,0,0,0,0,0,0,1,0
38000,13.0,15000,6.91,0.39,1,0,0,0,0,0,0,1,0
40000,0.0,6000,12.69,0.15,0,1,0,0,0,0,0,1,0
75000,4.0,6400,10.36,0.09,0,1,0,0,0,0,0,1,0
40000,9.0,3500,13.49,0.09,0,0,1,0,0,0,0,0,1
105000,8.0,11000,5.42,0.1,1,0,0,0,0,0,0,1,0
108800,3.0,35000,16.4,0.27,0,0,0,0,1,0,0,0,1
14400,2.0,1000,10.62,0.07,0,1,0,0,0,0,0,1,0
15000,1.0,5000,7.4,0.33,1,0,0,0,0,0,0,1,0
40750,2.0,3000,15.28,0.07,0,0,0,1,0,0,0,1,0
15000,3.0,4800,16.95,0.32,0,0,0,0,1,0,0,1,0
100000,10.0,12000,9.96,0.12,0,1,0,0,0,0,0,1,0
61100,4.0,25000,17.49,0.41,0,0,0,1,0,0,0,1,0
54000,3.0,10000,9.99,0.19,0,1,0,0,0,0,0,1,0
48000,5.0,5000,11.49,0.1,0,1,0,0,0,0,0,1,0
54000,7.0,5000,5.42,0.09,1,0,0,0,0,0,0,1,0
106000,5.0,15000,7.88,0.14,1,0,0,0,0,0,0,1,0
54400,16.0,25000,18.09,0.39,0,0,0,0,0,1,0,1,0
44000,6.0,5000,5.42,0.11,1,0,0,0,0,0,0,1,0
29000,0.0,6000,13.49,0.21,0,0,1,0,0,0,0,1,0
78000,2.0,20000,11.11,0.26,0,1,0,0,0,0,0,1,0
66300,4.0,30000,12.69,0.38,0,1,0,0,0,0,0,1,0
50000,0.0,7200,11.71,0.14,0,1,0,0,0,0,0,1,0
87999,5.0,2400,14.79,0.03,0,0,1,0,0,0,0,0,1
45000,9.0,6800,6.03,0.15,1,0,0,0,0,0,0,1,0
67500,2.0,7200,7.88,0.11,1,0,0,0,0,0,0,1,0
48000,6.0,8050,10.0,0.17,0,1,0,0,0,0,0,1,0
171500,6.0,18000,8.9,0.1,1,0,0,0,0,0,0,1,0
19600,3.0,4500,10.59,0.23,0,1,0,0,0,0,0,1,0
64000,4.0,23500,14.26,0.37,0,0,1,0,0,0,0,1,0
85000,4.0,2750,9.33,0.03,0,1,0,0,0,0,0,1,0
74000,20.0,25000,17.8,0.34,0,0,0,0,0,1,0,0,1
34000,5.0,1200,12.69,0.04,0,1,0,0,0,0,0,1,0
15360,0.0,1600,12.69,0.1,0,1,0,0,0,0,0,1,0
26400,7.0,3800,7.9,0.14,1,0,0,0,0,0,0,1,0
19992,12.0,3000,7.14,0.15,1,0,0,0,0,0,0,1,0
70000,7.0,13000,5.42,0.19,1,0,0,0,0,0,0,1,0
16800,2.0,1200,13.06,0.07,0,0,1,0,0,0,0,1,0
65453,9.0,24250,15.7,0.31,0,0,0,1,0,0,0,1,0
42000,4.0,4500,6.03,0.11,1,0,0,0,0,0,0,1,0
36000,0.0,15850,11.48,0.44,0,1,0,0,0,0,0,1,0
94000,8.0,10000,18.64,0.11,0,0,0,0,1,0,0,1,0
52000,0.0,22950,13.49,0.44,0,0,1,0,0,0,0,1,0
30996,4.0,5775,14.91,0.19,0,0,0,1,0,0,0,1,0
88000,1.0,23000,14.54,0.26,0,0,0,1,0,0,0,1,0
45000,1.0,9000,11.71,0.2,0,1,0,0,0,0,0,1,0
43000,8.0,9500,6.62,0.22,1,0,0,0,0,0,0,1,0
90000,1.0,7000,10.65,0.08,0,1,0,0,0,0,0,1,0
40900,5.0,12200,11.36,0.3,0,1,0,0,0,0,0,1,0
66000,7.0,6500,10.25,0.1,0,1,0,0,0,0,0,1,0
81000,6.0,5000,5.42,0.06,1,0,0,0,0,0,0,1,0
28000,5.0,12000,14.22,0.43,0,0,1,0,0,0,0,1,0
28000,0.0,4000,8.9,0.14,1,0,0,0,0,0,0,1,0
85000,0.0,12800,6.54,0.15,1,0,0,0,0,0,0,1,0
73008,4.0,15000,15.68,0.21,0,0,0,0,1,0,0,0,1
70000,0.0,6600,10.99,0.09,0,1,0,0,0,0,0,1,0
38500,6.0,7500,8.49,0.19,1,0,0,0,0,0,0,1,0
