person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
27,72000,5.0,11500,6.91,0.16,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,42000,5.0,5400,6.03,0.13,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25,40000,3.0,16000,11.71,0.4,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,70550,7.0,15000,8.9,0.18,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
28,20000,4.0,5000,10.65,0.25,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
38,306000,9.0,15000,10.62,0.05,17,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,65000,0.0,3600,10.59,0.06,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,58560,7.0,8000,12.21,0.14,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
26,33000,1.0,3500,10.25,0.11,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
30,36000,2.0,6400,10.59,0.18,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
37,32000,4.0,10000,13.79,0.31,14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
21,26000,1.0,2400,11.58,0.09,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22,70000,6.0,8000,6.99,0.11,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
40,50000,5.0,6000,14.96,0.12,16,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27,119000,5.0,5000,7.51,0.04,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24,300000,8.0,35000,9.99,0.12,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
24,79000,4.0,5000,15.33,0.06,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
30,135000,4.0,25000,15.21,0.19,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
30,48500,0.0,4200,11.48,0.09,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,67000,3.0,6000,9.99,0.09,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
30,36000,8.0,5000,8.88,0.14,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
26,80000,5.0,3000,8.0,0.04,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
22,71760,6.0,15500,7.88,0.22,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22,59000,6.0,10000,10.99,0.17,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
25,57500,4.0,6000,11.28,0.1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
22,45000,3.0,5800,7.88,0.13,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
27,20000,0.0,8000,11.89,0.4,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
22,36000,2.0,3600,12.99,0.1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
23,48756,5.0,4800,11.36,0.1,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
35,60000,19.0,21725,15.62,0.36,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
30,120000,3.0,6000,10.99,0.05,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
23,60000,1.0,9000,7.51,0.15,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,85000,1.0,9000,13.92,0.11,4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40,66000,25.0,6125,14.65,0.09,13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
38,17280,0.0,1000,16.29,0.06,13,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
22,98004,6.0,16000,7.66,0.16,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
48,92000,6.0,16500,12.69,0.18,15,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,100000,3.0,12000,9.91,0.12,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26,170000,0.0,20000,10.37,0.12,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28,60000,12.0,20000,7.9,0.33,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
23,62000,0.0,10000,14.27,0.16,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23,60000,5.0,22000,13.06,0.37,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
23,49000,7.0,2400,7.66,0.05,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,47700,2.0,12000,11.99,0.25,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
46,336000,11.0,9000,11.49,0.03,13,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
37,780000,9.0,7500,12.18,0.01,13,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,78000,7.0,4200,13.06,0.05,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32,96000,7.0,20000,14.42,0.21,9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
24,98000,8.0,12000,6.03,0.12,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
23,26976,4.0,9000,7.51,0.33,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
22,66000,5.0,8500,7.51,0.13,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38,83000,3.0,22250,23.22,0.27,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
26,46890,9.0,15000,12.99,0.32,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
25,100000,9.0,20000,13.06,0.2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
31,49000,15.0,14000,13.99,0.29,10,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
28,39500,11.0,11000,7.14,0.28,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22,42000,3.0,8500,12.53,0.2,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,62000,8.0,7750,10.0,0.13,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
30,120000,6.0,9600,7.66,0.08,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26,48000,10.0,4200,6.92,0.09,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26,80400,6.0,7000,10.65,0.09,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,42000,1.0,10000,12.42,0.24,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
23,50000,5.0,6000,11.48,0.12,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
25,70200,9.0,18000,16.45,0.26,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
25,42000,5.0,10000,12.99,0.24,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
27,65000,11.0,19200,7.49,0.3,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32,348000,16.0,25000,11.83,0.07,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,37290,7.0,5500,5.42,0.15,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
22,42224,7.0,20000,6.99,0.47,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
32,59000,1.0,8000,14.96,0.14,10,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
24,117996,6.0,18000,17.04,0.15,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,51500,3.0,6000,10.75,0.12,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,17352,0.0,2500,12.53,0.14,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
23,29000,0.0,10000,17.93,0.34,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
30,57996,2.0,8400,12.98,0.14,8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,37000,2.0,2000,11.14,0.05,4,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
31,40000,0.0,1600,14.79,0.04,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
26,65000,0.0,4800,13.72,0.07,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
22,73000,6.0,5000,7.49,0.07,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26,56004,2.0,10000,9.32,0.18,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
39,70000,1.0,6000,8.94,0.09,12,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
22,54000,5.0,3200,16.49,0.06,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
23,157500,1.0,10000,12.69,0.06,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
39,168000,2.0,18000,17.93,0.11,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
28,37000,2.0,4500,11.11,0.12,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
44,30000,6.0,5000,13.98,0.17,11,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
29,50000,6.0,3000,7.29,0.06,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
21,48000,1.0,1800,13.35,0.04,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
47,65000,2.0,9500,11.89,0.15,14,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,60000,2.0,7200,8.49,0.12,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
24,12480,1.0,7350,6.92,0.59,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,30159,0.0,5000,11.12,0.17,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
24,54000,3.0,4025,6.76,0.07,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,60000,0.0,4000,7.88,0.07,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
28,19200,0.0,9250,14.22,0.48,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
27,49800,3.0,10000,10.74,0.2,7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
32,57223,0.0,15000,11.83,0.26,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
35,51000,5.0,5000,12.98,0.1,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25,25568,7.0,12000,13.47,0.47,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
23,41000,7.0,10000,14.96,0.24,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
26,33996,2.0,10800,11.12,0.32,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
36,99500,5.0,4000,7.74,0.04,16,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
37,50000,1.0,3000,11.58,0.06,14,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,120000,8.0,15000,15.28,0.13,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
37,55000,3.0,7000,16.32,0.13,13,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
27,65000,7.0,4500,13.92,0.07,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25,120000,9.0,11000,12.18,0.09,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
53,304800,6.0,5000,8.88,0.02,29,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,108000,1.0,14000,11.89,0.13,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
22,55000,6.0,13000,13.85,0.24,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
29,130000,9.0,4200,6.99,0.03,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
45,125004,7.0,14000,12.61,0.11,12,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
29,60000,8.0,16000,14.96,0.27,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27,59147,11.0,7000,11.26,0.12,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
27,50000,7.0,5000,13.61,0.1,8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,97000,4.0,6000,13.61,0.06,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
25,57000,5.0,13000,8.9,0.23,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
22,30000,0.0,6300,13.22,0.21,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
24,33000,2.0,13300,7.66,0.4,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
33,48000,2.0,1500,11.89,0.03,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
28,103000,12.0,20000,14.17,0.19,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
22,34900,4.0,3600,15.7,0.1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24,50000,4.0,6000,9.63,0.12,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
24,66500,0.0,8800,8.59,0.13,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
34,54000,5.0,27000,7.9,0.5,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
20,42000,4.0,6500,11.71,0.15,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,65000,0.0,10000,10.95,0.15,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,79200,8.0,6075,6.03,0.08,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,85000,9.0,5750,7.29,0.07,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,71000,4.0,4000,7.14,0.06,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
56,95004,6.0,12000,11.58,0.13,20,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
31,25200,0.0,1400,6.99,0.06,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
27,50000,0.0,8000,7.9,0.16,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26,102552,10.0,5600,9.99,0.05,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
33,46000,13.0,5600,15.27,0.12,9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
22,59000,4.0,20000,6.91,0.34,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,76500,13.0,13475,8.94,0.18,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21,15600,2.0,1500,11.86,0.1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
21,28800,2.0,5500,13.23,0.19,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
32,72000,6.0,4000,10.0,0.06,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
27,170000,3.0,12075,12.42,0.07,10,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
30,46800,0.0,7500,7.88,0.16,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
32,76500,12.0,10000,13.24,0.11,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25,75000,4.0,12000,13.49,0.16,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
23,84000,7.0,23000,11.99,0.27,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
30,36000,1.0,15000,6.62,0.42,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36,155000,12.0,25000,10.74,0.16,11,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
23,48000,2.0,10000,9.32,0.21,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30,150000,2.0,21000,12.62,0.14,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
25,62400,7.0,2300,11.71,0.04,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,78000,4.0,2400,11.86,0.03,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,60000,1.0,4000,11.83,0.07,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
29,100000,5.0,10000,7.49,0.1,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
62,51600,2.0,8525,6.54,0.17,24,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
33,99300,11.0,7500,5.79,0.08,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,110000,7.0,20000,14.17,0.18,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
25,25000,4.0,17500,14.22,0.7,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
22,31200,5.0,10000,12.73,0.32,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
23,78000,7.0,15000,15.31,0.19,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23,60000,4.0,13000,6.91,0.22,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
26,37500,1.0,10000,8.94,0.27,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,73909,6.0,3900,5.99,0.05,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23,54000,2.0,9600,20.62,0.18,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
23,54000,6.0,20000,14.84,0.37,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30,90000,3.0,12000,12.29,0.13,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
22,25000,0.0,4000,10.36,0.16,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
23,100000,4.0,14000,17.58,0.14,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
38,90000,9.0,14000,12.73,0.16,12,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
26,65000,6.0,6000,9.07,0.09,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
38,81000,3.0,10000,14.27,0.12,16,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
21,50000,0.0,15000,15.7,0.3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24,72000,5.0,8000,10.0,0.11,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
26,64500,1.0,12000,10.99,0.19,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
25,39000,6.0,6000,7.51,0.15,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23,30000,7.0,5000,14.17,0.17,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
23,82500,0.0,5000,8.49,0.06,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
26,30000,4.0,8000,13.98,0.27,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
29,34999,8.0,6250,15.95,0.18,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27,28800,0.0,3000,7.88,0.1,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21,24396,2.0,4000,15.05,0.16,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52,30000,6.0,5000,12.73,0.17,18,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
38,62691,17.0,6000,13.49,0.1,13,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25,47000,9.0,12000,6.62,0.26,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,150000,14.0,12000,5.42,0.08,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
35,41235,7.0,3000,7.14,0.07,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,38004,2.0,4500,7.88,0.12,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
28,28089,0.0,5500,12.22,0.2,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
27,80000,3.0,14500,10.75,0.18,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
22,36000,4.0,5000,14.61,0.14,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
30,72000,2.0,3000,11.83,0.04,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
28,65007,4.0,25000,18.62,0.38,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,50000,4.0,10000,6.17,0.2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
27,80000,2.0,12000,6.99,0.15,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
25,50000,2.0,20000,11.71,0.4,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
25,53004,3.0,10000,9.32,0.19,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
41,135000,2.0,20000,9.25,0.15,13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,69000,1.0,8000,13.99,0.12,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
30,80256,11.0,24000,7.49,0.3,7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
26,70000,0.0,7000,7.88,0.1,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
34,30144,3.0,18000,12.84,0.6,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28,59904,12.0,3000,12.53,0.05,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
28,75000,5.0,10000,12.21,0.13,5,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
35,38760,2.0,8000,18.09,0.21,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
21,17000,3.0,5750,8.9,0.34,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
24,51024,8.0,2000,12.99,0.04,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
45,74600,2.0,1500,13.61,0.02,13,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
24,100000,4.0,16000,6.54,0.16,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
23,39000,7.0,16000,14.26,0.41,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
23,27996,0.0,8000,17.58,0.29,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
32,65000,16.0,12400,13.49,0.19,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,27000,1.0,4800,7.51,0.18,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
23,65000,8.0,9600,14.17,0.15,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,47928,1.0,6000,12.53,0.13,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
21,112800,2.0,16000,13.48,0.14,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
26,109000,8.0,20000,10.75,0.18,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
33,72890,1.0,16400,13.79,0.22,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26,30000,3.0,6000,7.74,0.2,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23,29120,0.0,6400,8.94,0.22,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,12000,0.0,5825,6.62,0.49,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
23,33800,4.0,13000,15.31,0.38,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24,94000,4.0,25000,11.49,0.27,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,74000,8.0,15000,9.91,0.2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
35,59000,5.0,10000,13.49,0.17,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,28500,4.0,3500,14.59,0.12,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
31,97500,3.0,6000,7.51,0.06,9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
22,40000,2.0,10000,6.03,0.25,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
28,200000,1.0,24250,12.53,0.12,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
37,65000,7.0,12000,13.98,0.18,15,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
