person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
28000,5.0,4000,15.37,0.14,0,0,0,1,0,0,0,1,0
32000,2.0,2000,10.59,0.06,0,1,0,0,0,0,0,1,0
60000,6.0,2800,10.99,0.05,0,1,0,0,0,0,0,1,0
87000,0.0,15000,10.62,0.17,0,1,0,0,0,0,0,1,0
46700,5.0,8000,15.65,0.17,0,0,0,1,0,0,0,0,1
238000,2.0,25000,9.25,0.11,0,1,0,0,0,0,0,1,0
25000,1.0,10000,8.49,0.4,1,0,0,0,0,0,0,1,0
43200,0.0,10000,14.26,0.23,0,0,1,0,0,0,0,1,0
34000,1.0,6500,13.22,0.19,0,0,1,0,0,0,0,1,0
33600,1.0,7800,16.49,0.23,0,0,0,1,0,0,0,1,0
56400,6.0,25000,16.4,0.44,0,0,0,0,1,0,0,1,0
62900,2.0,12000,14.96,0.16,0,0,0,1,0,0,0,1,0
48000,5.0,25000,18.43,0.52,0,0,0,0,0,1,0,1,0
42000,6.0,3500,12.67,0.08,0,0,0,1,0,0,0,1,0
85000,10.0,11000,11.99,0.13,0,1,0,0,0,0,0,1,0
18000,1.0,1600,9.88,0.09,0,1,0,0,0,0,0,1,0
83000,5.0,15000,12.84,0.18,0,0,1,0,0,0,0,0,1
62900,11.0,18000,8.94,0.24,1,0,0,0,0,0,0,1,0
39000,0.0,8500,14.35,0.22,0,0,1,0,0,0,0,1,0
75000,0.0,1000,13.23,0.01,0,0,1,0,0,0,0,0,1
20000,9.0,6200,5.99,0.31,1,0,0,0,0,0,0,1,0
52800,3.0,5600,10.99,0.11,0,1,0,0,0,0,0,1,0
49152,7.0,3000,11.71,0.06,0,1,0,0,0,0,0,1,0
20000,5.0,8000,10.99,0.4,0,1,0,0,0,0,0,1,0
36000,7.0,4000,10.99,0.11,0,1,0,0,0,0,0,1,0
67440,6.0,5500,10.25,0.08,0,1,0,0,0,0,0,1,0
55000,0.0,8575,14.65,0.16,0,0,1,0,0,0,0,1,0
28800,5.0,8000,9.88,0.28,0,1,0,0,0,0,0,1,0
42000,0.0,11000,10.38,0.26,0,1,0,0,0,0,0,1,0
50000,4.0,6400,13.23,0.13,0,0,1,0,0,0,0,0,1
80000,0.0,15000,11.48,0.19,0,1,0,0,0,0,0,1,0
105000,6.0,12000,6.62,0.11,1,0,0,0,0,0,0,1,0
45000,0.0,1775,12.72,0.04,0,0,1,0,0,0,0,1,0
60000,0.0,20000,10.99,0.33,0,1,0,0,0,0,0,1,0
39000,0.0,5600,16.49,0.14,0,0,0,1,0,0,0,0,1
21996,3.0,8000,13.98,0.36,0,0,1,0,0,0,0,0,1
21600,9.0,7200,10.38,0.33,0,1,0,0,0,0,0,1,0
36600,2.0,9950,7.29,0.27,1,0,0,0,0,0,0,1,0
64000,8.0,16000,15.7,0.25,0,0,0,1,0,0,0,0,1
60000,3.0,4000,5.42,0.07,1,0,0,0,0,0,0,1,0
44000,0.0,12875,15.31,0.29,0,0,0,1,0,0,0,1,0
95000,3.0,10000,6.17,0.11,1,0,0,0,0,0,0,1,0
122004,13.0,10000,8.59,0.08,1,0,0,0,0,0,0,1,0
34800,9.0,5600,16.77,0.16,0,0,0,1,0,0,0,1,0
30000,2.0,7000,17.58,0.23,0,0,0,0,0,1,0,1,0
69900,6.0,12000,7.49,0.17,1,0,0,0,0,0,0,1,0
44000,2.0,2000,11.49,0.05,0,1,0,0,0,0,0,1,0
54000,1.0,20000,14.11,0.37,0,0,0,1,0,0,0,1,0
178008,12.0,7500,11.14,0.04,0,1,0,0,0,0,0,1,0
40800,3.0,13000,13.57,0.32,0,0,1,0,0,0,0,0,1
24996,6.0,6000,9.25,0.24,0,1,0,0,0,0,0,1,0
22596,4.0,7500,9.76,0.33,0,1,0,0,0,0,0,1,0
44000,9.0,9400,13.3,0.21,0,0,0,1,0,0,0,1,0
93000,5.0,3000,7.12,0.03,1,0,0,0,0,0,0,1,0
21600,4.0,5000,11.71,0.23,0,1,0,0,0,0,0,1,0
60000,7.0,23800,6.91,0.4,1,0,0,0,0,0,0,1,0
73000,4.0,12000,14.26,0.16,0,0,1,0,0,0,0,0,1
66396,6.0,15000,13.48,0.23,0,0,1,0,0,0,0,1,0
30000,7.0,10000,10.38,0.33,0,1,0,0,0,0,0,1,0
32000,7.0,3250,10.74,0.1,0,1,0,0,0,0,0,1,0
31200,4.0,10000,8.0,0.32,1,0,0,0,0,0,0,1,0
60000,0.0,7000,9.32,0.12,1,0,0,0,0,0,0,1,0
75600,0.0,25000,9.99,0.33,0,1,0,0,0,0,0,1,0
42000,3.0,2400,6.54,0.06,1,0,0,0,0,0,0,1,0
66300,3.0,7000,9.25,0.09,0,1,0,0,0,0,0,1,0
50000,15.0,2000,5.42,0.04,1,0,0,0,0,0,0,1,0
68000,6.0,1000,14.72,0.01,0,0,1,0,0,0,0,0,1
42000,0.0,7775,5.99,0.19,1,0,0,0,0,0,0,1,0
50000,0.0,2000,10.99,0.04,0,1,0,0,0,0,0,1,0
52000,0.0,9600,8.49,0.18,1,0,0,0,0,0,0,1,0
29856,0.0,10300,8.94,0.34,1,0,0,0,0,0,0,1,0
60000,6.0,2500,15.99,0.04,0,0,0,1,0,0,0,1,0
54000,6.0,20000,8.88,0.37,0,1,0,0,0,0,0,1,0
34255,7.0,6000,22.11,0.18,0,0,0,0,0,0,1,0,1
95028,2.0,5000,14.42,0.05,0,0,0,1,0,0,0,0,1
45000,7.0,9000,10.65,0.2,0,1,0,0,0,0,0,1,0
55000,16.0,7000,13.48,0.13,0,0,1,0,0,0,0,0,1
34000,6.0,15000,15.99,0.44,0,0,0,1,0,0,0,0,1
48096,4.0,1200,17.56,0.02,0,0,0,0,1,0,0,0,1
200000,7.0,10000,6.99,0.05,1,0,0,0,0,0,0,1,0
59000,1.0,5500,5.42,0.09,1,0,0,0,0,0,0,1,0
42000,7.0,15000,11.83,0.36,0,1,0,0,0,0,0,1,0
70000,6.0,6000,5.42,0.09,1,0,0,0,0,0,0,1,0
141000,12.0,25000,14.96,0.18,0,0,0,1,0,0,0,1,0
41682,7.0,18000,13.22,0.43,0,0,1,0,0,0,0,0,1
55000,1.0,12000,9.63,0.22,0,1,0,0,0,0,0,1,0
40000,0.0,12000,15.57,0.3,0,0,0,0,1,0,0,1,0
103000,10.0,5000,14.96,0.05,0,0,0,1,0,0,0,1,0
52000,11.0,6000,7.49,0.12,1,0,0,0,0,0,0,1,0
32000,1.0,15000,12.42,0.47,0,1,0,0,0,0,0,1,0
74000,0.0,18000,17.04,0.24,0,0,0,0,1,0,0,0,1
31000,2.0,7400,16.77,0.24,0,0,0,1,0,0,0,0,1
51500,1.0,12000,12.53,0.23,0,1,0,0,0,0,0,1,0
14400,2.0,5900,12.42,0.41,0,1,0,0,0,0,0,1,0
51043,12.0,2100,12.29,0.04,0,0,1,0,0,0,0,1,0
66000,9.0,25000,15.33,0.38,0,0,0,1,0,0,0,0,1
74000,3.0,3000,16.32,0.04,0,0,0,1,0,0,0,1,0
71000,0.0,16500,14.72,0.23,0,0,1,0,0,0,0,1,0
24000,6.0,7700,8.9,0.32,1,0,0,0,0,0,0,1,0
19200,1.0,2000,5.99,0.1,1,0,0,0,0,0,0,1,0
35000,4.0,5000,15.96,0.14,0,0,1,0,0,0,0,1,0
56664,12.0,16300,14.91,0.29,0,0,0,1,0,0,0,0,1
30000,0.0,2000,10.75,0.07,0,1,0,0,0,0,0,1,0
32000,4.0,5000,12.69,0.16,0,1,0,0,0,0,0,1,0
37000,11.0,12000,11.86,0.32,0,1,0,0,0,0,0,1,0
81000,5.0,25000,7.29,0.31,1,0,0,0,0,0,0,1,0
49200,8.0,4000,13.06,0.08,0,0,1,0,0,0,0,1,0
15000,1.0,2800,15.31,0.19,0,0,0,1,0,0,0,0,1
50000,6.0,4000,5.42,0.08,1,0,0,0,0,0,0,1,0
33000,4.0,1000,14.79,0.03,0,0,1,0,0,0,0,0,1
24000,4.0,2000,16.59,0.08,0,0,0,1,0,0,0,1,0
29570,6.0,8000,14.42,0.27,0,0,0,1,0,0,0,1,0
19000,2.0,3300,13.85,0.17,0,0,1,0,0,0,0,1,0
55000,5.0,12000,7.49,0.22,1,0,0,0,0,0,0,1,0
55000,2.0,8000,10.65,0.15,0,1,0,0,0,0,0,1,0
60000,0.0,7000,9.25,0.12,0,1,0,0,0,0,0,1,0
78000,6.0,21600,11.26,0.28,0,1,0,0,0,0,0,1,0
34000,0.0,10000,12.53,0.29,0,1,0,0,0,0,0,1,0
50000,6.0,3000,7.29,0.06,1,0,0,0,0,0,0,1,0
46152,10.0,14525,11.11,0.31,0,1,0,0,0,0,0,1,0
22800,3.0,2400,8.49,0.11,1,0,0,0,0,0,0,1,0
32496,8.0,4200,16.02,0.13,0,0,0,1,0,0,0,1,0
50000,7.0,7500,15.62,0.15,0,0,0,1,0,0,0,1,0
56000,14.0,10000,12.73,0.18,0,0,1,0,0,0,0,0,1
71738,4.0,11500,9.63,0.16,0,1,0,0,0,0,0,1,0
76000,2.0,15000,12.73,0.2,0,0,1,0,0,0,0,0,1
58000,11.0,3250,11.86,0.06,0,1,0,0,0,0,0,1,0
48000,5.0,3600,10.37,0.07,0,1,0,0,0,0,0,1,0
40000,4.0,3500,9.63,0.09,1,0,0,0,0,0,0,1,0
45000,1.0,10000,12.21,0.22,0,1,0,0,0,0,0,1,0
81193,2.0,12000,10.71,0.15,0,1,0,0,0,0,0,1,0
13000,6.0,7000,9.62,0.54,0,1,0,0,0,0,0,1,0
78000,8.0,6000,15.62,0.08,0,0,0,1,0,0,0,1,0
50000,8.0,12000,11.71,0.24,0,1,0,0,0,0,0,1,0
54000,1.0,16000,17.99,0.3,0,0,0,0,1,0,0,0,1
60000,9.0,6500,5.79,0.11,1,0,0,0,0,0,0,1,0
44000,1.0,8500,11.36,0.19,0,1,0,0,0,0,0,1,0
27000,3.0,9600,13.49,0.36,0,0,1,0,0,0,0,0,1
58000,1.0,4000,10.74,0.07,0,1,0,0,0,0,0,1,0
65000,5.0,10000,12.42,0.15,0,1,0,0,0,0,0,1,0
107000,6.0,24000,19.69,0.22,0,0,0,0,1,0,0,0,1
15915,0.0,2000,15.05,0.13,0,0,0,1,0,0,0,0,1
51000,3.0,12000,17.99,0.24,0,0,0,0,1,0,0,0,1
88812,6.0,29000,15.65,0.33,0,0,0,1,0,0,0,1,0
124000,2.0,10000,14.27,0.08,0,0,1,0,0,0,0,1,0
42000,5.0,19200,7.9,0.46,1,0,0,0,0,0,0,1,0
12000,1.0,4000,9.76,0.33,0,1,0,0,0,0,0,1,0
98000,14.0,9000,11.49,0.09,0,1,0,0,0,0,0,1,0
54000,1.0,5000,6.54,0.09,1,0,0,0,0,0,0,1,0
15000,2.0,3000,7.51,0.2,1,0,0,0,0,0,0,1,0
120000,5.0,28000,7.9,0.23,1,0,0,0,0,0,0,1,0
54000,2.0,6000,14.09,0.11,0,0,0,1,0,0,0,0,1
112000,0.0,6000,9.91,0.05,0,1,0,0,0,0,0,1,0
43000,3.0,8000,10.37,0.19,0,1,0,0,0,0,0,1,0
69000,17.0,7200,10.74,0.1,0,1,0,0,0,0,0,1,0
65000,8.0,7500,10.95,0.12,0,1,0,0,0,0,0,1,0
86000,0.0,4800,9.62,0.06,0,1,0,0,0,0,0,1,0
63208,9.0,23000,9.91,0.36,0,1,0,0,0,0,0,1,0
45000,1.0,3800,13.16,0.08,0,0,1,0,0,0,0,0,1
61000,2.0,4000,7.9,0.07,1,0,0,0,0,0,0,1,0
58000,3.0,10000,6.99,0.17,1,0,0,0,0,0,0,1,0
28128,2.0,7500,15.33,0.27,0,0,0,1,0,0,0,0,1
36000,6.0,15250,15.95,0.42,0,0,0,0,1,0,0,0,1
66000,25.0,6125,14.65,0.09,0,0,1,0,0,0,0,0,1
132000,3.0,10200,7.51,0.08,1,0,0,0,0,0,0,1,0
47500,2.0,10000,15.96,0.21,0,0,1,0,0,0,0,1,0
60000,1.0,2000,11.12,0.03,0,1,0,0,0,0,0,1,0
38000,2.0,6400,20.62,0.17,0,0,0,0,0,1,0,1,0
88560,16.0,9000,7.29,0.1,1,0,0,0,0,0,0,1,0
64000,4.0,10000,11.99,0.16,0,1,0,0,0,0,0,1,0
39000,3.0,10000,11.99,0.26,0,1,0,0,0,0,0,1,0
78000,1.0,14000,9.63,0.18,1,0,0,0,0,0,0,1,0
20000,1.0,7025,5.42,0.35,1,0,0,0,0,0,0,1,0
80000,9.0,12000,7.88,0.15,1,0,0,0,0,0,0,1,0
64500,1.0,4000,13.79,0.06,0,0,1,0,0,0,0,0,1
47000,2.0,8400,11.83,0.18,0,1,0,0,0,0,0,1,0
20796,1.0,10775,15.37,0.52,0,0,0,1,0,0,0,0,1
12000,0.0,4000,13.8,0.33,0,0,1,0,0,0,0,0,1
51996,6.0,8400,12.98,0.16,0,0,1,0,0,0,0,0,1
33000,2.0,3000,14.35,0.09,0,0,1,0,0,0,0,0,1
36000,0.0,5000,13.22,0.14,0,0,1,0,0,0,0,1,0
56000,8.0,20000,16.7,0.36,0,0,0,0,1,0,0,0,1
126000,1.0,10000,6.91,0.08,1,0,0,0,0,0,0,1,0
95000,0.0,12000,10.65,0.13,0,1,0,0,0,0,0,1,0
54252,6.0,3500,6.39,0.06,1,0,0,0,0,0,0,1,0
13440,1.0,4800,12.53,0.36,0,1,0,0,0,0,0,1,0
50000,7.0,20000,12.69,0.4,0,1,0,0,0,0,0,1,0
56000,2.0,6650,12.69,0.12,0,1,0,0,0,0,0,1,0
45996,6.0,3000,9.76,0.07,0,1,0,0,0,0,0,1,0
44000,7.0,18000,13.57,0.41,0,0,1,0,0,0,0,0,1
26880,0.0,4500,7.66,0.17,1,0,0,0,0,0,0,1,0
62496,4.0,12000,6.91,0.19,1,0,0,0,0,0,0,1,0
50004,4.0,7200,12.84,0.14,0,0,1,0,0,0,0,0,1
46000,2.0,13000,15.7,0.28,0,0,0,1,0,0,0,1,0
32760,6.0,6000,10.59,0.18,0,1,0,0,0,0,0,1,0
47000,7.0,16000,11.71,0.34,0,1,0,0,0,0,0,1,0
31000,0.0,4000,10.74,0.13,0,1,0,0,0,0,0,1,0
62000,9.0,8500,10.99,0.14,0,1,0,0,0,0,0,1,0
50000,1.0,5000,15.62,0.1,0,0,0,1,0,0,0,1,0
59000,1.0,12000,9.63,0.2,1,0,0,0,0,0,0,1,0
39000,1.0,2400,10.99,0.06,0,1,0,0,0,0,0,1,0
55530,13.0,18825,8.9,0.34,1,0,0,0,0,0,0,1,0
28800,10.0,15000,10.0,0.52,0,1,0,0,0,0,0,1,0
30000,3.0,11975,9.99,0.4,0,1,0,0,0,0,0,1,0
37076,3.0,12000,12.42,0.32,0,1,0,0,0,0,0,1,0
18000,3.0,8500,10.28,0.47,0,0,1,0,0,0,0,1,0
45000,1.0,14000,13.06,0.31,0,0,1,0,0,0,0,1,0
29004,5.0,11000,14.22,0.38,0,0,1,0,0,0,0,0,1
22500,1.0,6000,11.83,0.27,0,1,0,0,0,0,0,1,0
36000,0.0,12000,9.91,0.33,0,1,0,0,0,0,0,1,0
50004,9.0,8000,15.23,0.16,0,0,1,0,0,0,0,0,1
30000,0.0,2000,14.46,0.07,0,0,0,1,0,0,0,0,1
138000,4.0,15000,12.69,0.11,0,1,0,0,0,0,0,1,0
165000,3.0,9600,5.99,0.06,1,0,0,0,0,0,0,1,0
604000,12.0,25000,9.01,0.04,0,1,0,0,0,0,0,1,0
68848,5.0,8000,9.63,0.12,0,1,0,0,0,0,0,1,0
69764,2.0,1500,14.42,0.02,0,0,0,1,0,0,0,0,1
45000,2.0,20000,12.53,0.44,0,1,0,0,0,0,0,1,0
89004,2.0,20000,17.58,0.22,0,0,0,0,0,1,0,0,1
67000,0.0,13000,13.06,0.19,0,0,1,0,0,0,0,1,0
47840,27.0,15000,12.42,0.31,0,1,0,0,0,0,0,1,0
90000,10.0,13000,10.59,0.14,0,1,0,0,0,0,0,1,0
52000,3.0,17000,11.58,0.33,0,1,0,0,0,0,0,1,0
120000,1.0,17500,12.87,0.15,0,0,1,0,0,0,0,1,0
120000,0.0,10000,12.61,0.08,0,0,1,0,0,0,0,1,0
29000,9.0,3000,6.62,0.1,1,0,0,0,0,0,0,1,0
54000,2.0,7800,14.84,0.14,0,0,0,1,0,0,0,1,0
41916,2.0,7000,10.36,0.17,0,1,0,0,0,0,0,1,0
88000,7.0,10000,7.51,0.11,1,0,0,0,0,0,0,1,0
225000,1.0,3000,9.32,0.01,1,0,0,0,0,0,0,1,0
190000,5.0,22000,17.58,0.12,0,0,0,0,0,1,0,0,1
104000,9.0,8000,11.58,0.08,0,1,0,0,0,0,0,1,0
58000,15.0,14500,13.06,0.25,0,0,1,0,0,0,0,1,0
60000,9.0,4500,10.99,0.07,0,1,0,0,0,0,0,1,0
48902,9.0,6000,15.23,0.12,0,0,1,0,0,0,0,0,1
19200,3.0,6150,11.46,0.32,0,1,0,0,0,0,0,1,0
10000,6.0,1600,14.74,0.16,0,0,0,1,0,0,0,1,0
48000,5.0,12000,7.66,0.25,1,0,0,0,0,0,0,1,0
42765,9.0,18000,11.03,0.42,0,0,1,0,0,0,0,0,1
33048,6.0,10600,11.97,0.32,0,0,1,0,0,0,0,0,1
48000,1.0,7200,10.39,0.15,0,1,0,0,0,0,0,1,0
140000,4.0,18000,14.65,0.13,0,0,1,0,0,0,0,0,1
48000,13.0,5000,15.27,0.1,0,0,1,0,0,0,0,0,1
34800,4.0,5000,11.99,0.14,0,1,0,0,0,0,0,1,0
29640,4.0,6250,14.96,0.21,0,0,0,1,0,0,0,1,0
40000,2.0,10000,11.41,0.25,0,0,1,0,0,0,0,1,0
24000,5.0,5000,10.75,0.21,0,1,0,0,0,0,0,1,0
100300,1.0,12000,14.91,0.1,0,0,0,1,0,0,0,0,1
30000,12.0,1500,11.49,0.05,0,1,0,0,0,0,0,1,0
119000,7.0,30000,18.25,0.25,0,0,0,1,0,0,0,1,0
43008,0.0,11200,15.31,0.26,0,0,0,1,0,0,0,1,0
44000,2.0,20000,15.68,0.45,0,0,0,0,1,0,0,1,0
47500,5.0,13000,7.88,0.27,1,0,0,0,0,0,0,1,0
75000,2.0,14000,9.63,0.19,1,0,0,0,0,0,0,1,0
30000,5.0,7500,14.84,0.25,0,0,0,1,0,0,0,1,0
54996,8.0,3600,9.63,0.07,1,0,0,0,0,0,0,1,0
46800,6.0,18000,15.23,0.38,0,0,1,0,0,0,0,0,1
150000,5.0,7000,7.29,0.05,1,0,0,0,0,0,0,1,0
55392,17.0,7000,15.95,0.13,0,0,0,1,0,0,0,0,1
39000,2.0,8500,13.23,0.22,0,0,1,0,0,0,0,0,1
115000,2.0,1000,5.99,0.01,1,0,0,0,0,0,0,1,0
34000,0.0,2600,15.62,0.08,0,0,0,1,0,0,0,1,0
25200,0.0,6500,14.26,0.26,0,0,1,0,0,0,0,0,1
45600,5.0,6000,6.03,0.13,1,0,0,0,0,0,0,1,0
72000,0.0,16875,6.54,0.23,1,0,0,0,0,0,0,1,0
65000,4.0,12000,16.49,0.18,0,0,0,1,0,0,0,1,0
85000,1.0,14400,11.99,0.17,0,1,0,0,0,0,0,1,0
170000,0.0,20000,10.37,0.12,0,1,0,0,0,0,0,1,0
49000,3.0,15000,14.61,0.31,0,0,0,1,0,0,0,1,0
145124,21.0,11375,10.99,0.08,0,1,0,0,0,0,0,1,0
42000,7.0,10500,7.66,0.25,1,0,0,0,0,0,0,1,0
74000,4.0,15000,15.05,0.2,0,0,0,1,0,0,0,1,0
64999,6.0,2500,14.61,0.04,0,0,0,1,0,0,0,1,0
58000,16.0,7500,11.03,0.13,0,0,1,0,0,0,0,0,1
115000,5.0,8000,19.13,0.07,0,0,0,0,0,1,0,0,1
52000,4.0,8000,8.9,0.15,1,0,0,0,0,0,0,1,0
60000,2.0,7125,9.99,0.12,0,1,0,0,0,0,0,1,0
46000,2.0,20000,16.0,0.43,0,0,0,1,0,0,0,0,1
14400,0.0,3600,7.9,0.25,1,0,0,0,0,0,0,1,0
39500,12.0,20000,13.11,0.51,0,0,1,0,0,0,0,1,0
21000,15.0,11000,8.59,0.52,1,0,0,0,0,0,0,1,0
21600,0.0,5000,9.99,0.23,0,1,0,0,0,0,0,1,0
80000,10.0,15000,16.07,0.19,0,0,0,1,0,0,0,1,0
68000,12.0,24500,18.3,0.31,0,0,0,0,0,1,0,0,1
34515,11.0,5400,7.68,0.16,1,0,0,0,0,0,0,1,0
44000,3.0,14000,15.65,0.32,0,0,0,1,0,0,0,0,1
30000,4.0,10000,14.35,0.33,0,0,1,0,0,0,0,1,0
25000,4.0,8500,11.26,0.34,0,1,0,0,0,0,0,1,0
55000,4.0,8500,7.88,0.15,1,0,0,0,0,0,0,1,0
22000,9.0,10000,18.39,0.45,0,0,0,0,1,0,0,0,1
62000,1.0,8000,9.99,0.13,0,1,0,0,0,0,0,1,0
159800,5.0,30000,15.62,0.16,0,0,0,1,0,0,0,1,0
50000,7.0,8000,16.02,0.16,0,0,0,1,0,0,0,1,0
25716,1.0,9250,6.54,0.36,1,0,0,0,0,0,0,1,0
72000,4.0,5000,9.25,0.07,0,1,0,0,0,0,0,1,0
85000,11.0,20000,10.59,0.24,0,1,0,0,0,0,0,1,0
58000,6.0,10000,6.54,0.17,1,0,0,0,0,0,0,1,0
42000,15.0,16750,10.99,0.4,0,1,0,0,0,0,0,1,0
64000,2.0,5000,12.99,0.08,0,0,1,0,0,0,0,0,1
32004,10.0,10400,15.27,0.32,0,0,1,0,0,0,0,1,0
19404,0.0,6000,11.14,0.31,0,1,0,0,0,0,0,1,0
70000,1.0,15000,11.46,0.21,0,1,0,0,0,0,0,1,0
56004,4.0,12800,11.48,0.23,0,1,0,0,0,0,0,1,0
48000,8.0,4000,10.37,0.08,0,1,0,0,0,0,0,1,0
26400,14.0,3250,14.35,0.12,0,0,1,0,0,0,0,1,0
54000,8.0,14800,15.31,0.27,0,0,0,1,0,0,0,0,1
20000,0.0,4800,7.49,0.24,1,0,0,0,0,0,0,1,0
28000,0.0,10000,12.84,0.36,0,0,1,0,0,0,0,1,0
33280,2.0,8400,13.92,0.25,0,0,1,0,0,0,0,0,1
80000,13.0,21000,11.36,0.26,0,1,0,0,0,0,0,1,0
104400,17.0,24000,8.9,0.23,1,0,0,0,0,0,0,1,0
61455,1.0,10000,18.09,0.14,0,0,0,0,0,1,0,1,0
30000,1.0,2400,17.19,0.08,0,0,0,1,0,0,0,0,1
86000,7.0,15000,6.91,0.17,1,0,0,0,0,0,0,1,0
27000,1.0,1500,16.29,0.06,0,0,0,1,0,0,0,0,1
70176,3.0,9000,7.88,0.13,1,0,0,0,0,0,0,1,0
60000,2.0,14000,12.69,0.23,0,1,0,0,0,0,0,1,0
24240,3.0,3500,9.99,0.14,0,1,0,0,0,0,0,1,0
29124,0.0,8875,15.68,0.3,0,0,0,0,1,0,0,0,1
30000,0.0,11500,14.46,0.38,0,0,0,1,0,0,0,0,1
80000,8.0,5550,8.49,0.07,1,0,0,0,0,0,0,1,0
62047,4.0,10000,9.63,0.14,1,0,0,0,0,0,0,1,0
42000,1.0,5000,10.99,0.12,0,1,0,0,0,0,0,1,0
40000,11.0,20000,6.91,0.5,1,0,0,0,0,0,0,1,0
35000,5.0,13000,13.22,0.37,0,0,1,0,0,0,0,1,0
44000,10.0,14000,14.83,0.32,0,0,0,1,0,0,0,1,0
28000,3.0,8000,11.86,0.29,0,1,0,0,0,0,0,1,0
75000,8.0,25000,11.83,0.33,0,1,0,0,0,0,0,1,0
54000,11.0,10000,16.02,0.19,0,0,0,1,0,0,0,0,1
29120,0.0,3000,12.49,0.1,0,0,0,1,0,0,0,0,1
34900,4.0,3600,15.7,0.1,0,0,0,1,0,0,0,1,0
40000,0.0,4300,10.74,0.11,0,1,0,0,0,0,0,1,0
18000,0.0,10000,7.29,0.56,1,0,0,0,0,0,0,1,0
48672,6.0,12000,7.42,0.25,1,0,0,0,0,0,0,1,0
89028,0.0,30000,6.62,0.34,1,0,0,0,0,0,0,1,0
40000,4.0,18225,12.42,0.46,0,1,0,0,0,0,0,1,0
28000,14.0,14400,12.18,0.51,0,1,0,0,0,0,0,1,0
59000,10.0,20000,6.17,0.34,1,0,0,0,0,0,0,1,0
19200,2.0,6000,13.11,0.31,0,0,1,0,0,0,0,0,1
51000,5.0,5600,7.49,0.11,1,0,0,0,0,0,0,1,0
78000,3.0,16000,16.45,0.21,0,0,0,0,1,0,0,1,0
95000,5.0,4000,9.63,0.04,1,0,0,0,0,0,0,1,0
71000,17.0,19600,16.07,0.28,0,0,0,1,0,0,0,0,1
123000,1.0,2500,14.91,0.02,0,0,0,1,0,0,0,0,1
42000,0.0,8000,5.99,0.19,1,0,0,0,0,0,0,1,0
49530,7.0,16000,14.54,0.32,0,0,0,1,0,0,0,0,1
36000,3.0,18500,10.91,0.51,0,0,1,0,0,0,0,1,0
57000,1.0,3000,7.88,0.05,1,0,0,0,0,0,0,1,0
80000,7.0,4400,19.03,0.06,0,0,0,0,1,0,0,0,1
55000,5.0,15000,6.54,0.27,1,0,0,0,0,0,0,1,0
74415,1.0,6350,12.92,0.09,0,0,0,1,0,0,0,0,1
68000,15.0,18000,7.9,0.26,1,0,0,0,0,0,0,1,0
79000,0.0,9000,6.76,0.11,1,0,0,0,0,0,0,1,0
102996,6.0,8000,7.74,0.08,1,0,0,0,0,0,0,1,0
54400,6.0,2500,16.49,0.04,0,0,0,1,0,0,0,0,1
33000,0.0,10000,15.96,0.3,0,0,1,0,0,0,0,0,1
44000,0.0,6000,16.45,0.14,0,0,0,0,1,0,0,1,0
34000,3.0,9000,14.17,0.26,0,0,1,0,0,0,0,0,1
93000,11.0,7000,5.42,0.08,1,0,0,0,0,0,0,1,0
30000,13.0,14800,11.14,0.49,0,1,0,0,0,0,0,1,0
54000,2.0,5500,13.23,0.1,0,0,1,0,0,0,0,0,1
49000,3.0,4000,15.65,0.08,0,0,0,1,0,0,0,1,0
145000,7.0,20800,11.83,0.14,0,1,0,0,0,0,0,1,0
20000,3.0,7500,5.79,0.38,1,0,0,0,0,0,0,1,0
64000,3.0,2500,10.99,0.04,0,1,0,0,0,0,0,1,0
28800,3.0,6000,13.8,0.21,0,0,1,0,0,0,0,0,1
49000,12.0,4500,14.27,0.09,0,0,1,0,0,0,0,1,0
86000,7.0,18000,13.48,0.21,0,0,1,0,0,0,0,1,0
36000,6.0,10000,5.42,0.28,1,0,0,0,0,0,0,1,0
33504,3.0,12000,13.98,0.36,0,0,1,0,0,0,0,0,1
56000,9.0,4000,5.79,0.07,1,0,0,0,0,0,0,1,0
44208,2.0,7000,7.51,0.16,1,0,0,0,0,0,0,1,0
90000,4.0,12000,12.98,0.13,0,0,1,0,0,0,0,1,0
58650,5.0,7500,15.07,0.11,0,0,0,0,1,0,0,0,1
92000,5.0,2400,12.69,0.03,0,1,0,0,0,0,0,1,0
105400,1.0,24000,13.11,0.23,0,0,1,0,0,0,0,0,1
77000,9.0,18000,10.65,0.23,0,1,0,0,0,0,0,1,0
40560,5.0,8000,7.66,0.2,1,0,0,0,0,0,0,1,0
126000,2.0,6450,10.37,0.05,0,1,0,0,0,0,0,1,0
22000,5.0,1550,7.49,0.07,1,0,0,0,0,0,0,1,0
26496,2.0,5000,14.83,0.19,0,0,0,1,0,0,0,0,1
128000,9.0,30000,7.29,0.23,1,0,0,0,0,0,0,1,0
25200,7.0,7500,14.96,0.3,0,0,0,1,0,0,0,1,0
54000,4.0,9600,12.17,0.18,0,0,0,1,0,0,0,0,1
9600,1.0,1500,12.73,0.16,0,0,1,0,0,0,0,0,1
